SECTION,YEAR_RANGE,MAKE,MODEL,NOTES
"MISSING - SHOULD BE ADDED","1940-2026","Polestar","Polestar 2","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Polestar","Polestar 3","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Polestar","Polestar 4","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Lucid","Air","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Lucid","Gravity","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Fiat","124 Spider","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Fiat","500","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Fiat","500X","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Fiat","500L","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Fiat","500e","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","G70","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","G80","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","G90","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","GV70","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","GV80","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Genesis","GV60","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","Ghibli","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","Granturismo","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","Grecale","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","Levante","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","MC20","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Maserati","Quattroporte","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Alfa Romeo","4C","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Alfa Romeo","Giulia","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Alfa Romeo","Giulia GTA","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Alfa Romeo","Stelvio","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Alfa Romeo","Tonale","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","E-PACE","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","F-PACE","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","F-TYPE","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","I-PACE","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","XE","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","XF","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Jaguar","XJ","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","Equator","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","Grand Vitara","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","Kizashi","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","Swift","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","Vitara","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Suzuki","XL7","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","Amigo","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","Axiom","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","Hombre","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","i-Series","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","Rodeo","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Isuzu","Trooper","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Saab","9-3","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Saab","9-5","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Saab","9-7X","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","FR-S","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","iA","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","iM","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","iQ","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","tC","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","xA","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","xB","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Scion","xD","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Grand Marquis","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Mariner","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Milan","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Mountaineer","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Sable","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Mercury","Villager","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Alero","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Aurora","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Bravada","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Cutlass","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Cutlass Supreme","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Intrigue","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Silhouette","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Oldsmobile","Toronado","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Barracuda","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Breeze","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Duster","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","GTX","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Neon","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Prowler","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Road Runner","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Satellite","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","Plymouth","Voyager","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","VinFast","VF 3","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","VinFast","VF 6","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","VinFast","VF 7","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","VinFast","VF 8","Recommend adding as dropdown option"
"MISSING - SHOULD BE ADDED","1940-2026","VinFast","VF 9","Recommend adding as dropdown option"
